대학,학과,전형,질문,답변,원본파일
건국대학교(서울),사학과,학생부종합(KU자기추천),진로와 직업 시간에 명함 만들기 활동을 하셨는데 거기서 국립중앙박물관 큐레이터라는 특징을 어떻게 표현했나요?,제가 경주에 갔을 때 ‘신라의 미소’라고 불리는 얼굴 무늬 수막새를 인상 깊게 봤던 경험이 있습 니다. 그 유물을 활용하여 저의 명함을 독특하고 효과적으로 표현했던 것 같습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),사학과,학생부종합(KU자기추천),‘아틀라스 한국사’를 읽고 역사와 지리의 중요성을 강조하셨는데 느낀 점과 함께 설명할 수 있나 요?,우리가 역사를 배울 때 시간의 흐름이라는 측면에 치우치는 경향이 있으나 그 시선을 공간의 확 장 과정으로 돌려 우리 역사의 빈 곳을 채워나가야 한다고 생각했습니다. 이를 통해 우리 역사를 더 넓은 시각으로 바라볼 수 있었다고 느꼈습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),사학과,학생부종합(KU자기추천),‘역사의 역사’를 읽고 큰 교훈을 얻으신 것 같은데 간략하게 설명할 수 있나요?,이 책을 읽기 전에는 역사를 배우는 일이 단순히 과거의 일을 배우는 것이라고 생각했지만 읽은 후에는 현재와 미래를 이해하는 중요한 열쇠가 된다는 것을 깨달았습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),"생활기록부를 꼼꼼히 확인해 보았는데, 건축에도 관심이 많은 것 같은데 여기 지원한 이유가 있나 요?","저는 과거에 건축에도 관심이 많았습니다. 하지만 여러 자연재해를 극복하기 위한 탐구활동을 진 행하면서 사회 인프라의 중요성을 깨달았고, 공공을 위한 사회 인프라에 대해 더 공부해 보고자 사회환경공학부에 지원하였습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),플로팅 건축이 원이에요? 그리고 모듈화 공법도 같이 쓴 것 같은데 모듈화 공법이 뭐예요?,"플로팅 건축이란 해수면 위에 떠 있는 구조물을 설계하는 건축법입니다. 모듈화 공법은 플로팅 건 축이 하나의 건축물을 짓는 것뿐만아니라 도시 전체를 설계하기도 하는데, 이때 역할별로 구역을 나눈 것을 의미합니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),조립식이 그래서 뭐라고요? 역할을 어떻게 나눈다는 거예요?,"플로팅 건축에서 건축물 하나만 짓는 것이 아니라, 도시 전체를 설계하기도 합니다. 이때 예를 들 어, 주거지역 모듈, 업무지역 모듈, 학업 지역 모듈, 공원 같은 시설이 있는 모듈 등 도시 내에서 각 역할을 구별하여 만드는 것입니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),"아, 알겠습니다. 그러면 해수 담수화와 바이오라고 개념에 대해 말해줄래요?",해수 담수화란 해수를 우리가 사용할 수 있는 음용수로 만들기 위해서 삼투압 효과를 이용해 만 드는 기술입니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),"네, 그럼뭔가요?(뒤 답변 생각 중에 질문하심. 질문을 까먹었다고 생각하신 듯)",바이오랑은 바다 위에 떠 있는 플로팅 건축물이 떠내려가지 않도록 고정해 주는 역할을 합니다. 또한 미네랄을 흘려보내 해양생태계에 긍정적인 영향을 미치기도 합니다.(살짝 버벅댐),4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),플로팅 건축에 깊은 관심이 있어서 우리 학교에 지원한 건가요?,"플로팅 건축은 물론, 그 외에도 자연재해를 극복하기 위한 다양한 사회 인프라 시설물을 공부하고 싶어서 지원했습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),"LID 기법과 스펀지를 활용한 침수 방지시스템을 같이 활용한다고 했는데, 이 내용을 설명해 주세 요.","LID 기법은 low impact development로 저영향 개발법을 의미합니다. 자연스러운 물순환 생태계 를 유도하기도 합니다. 스펀지를 활용한 침수 방지 시스템은 시간당 30ml 이상의 비가 내릴 때, 스펀지에 빗물이 흡수되어 배수관이 시간당 처리할 수 있는 유량을 넘지 않도록 조절해 줍니다. 2025학년도 대입전형 면접후기 자료집 Ⅱ - 62 - 스펀지로 빗물을 확보하고, 이 확보한 빗물을 LID 기법을 통해 식물체류지, 나무식재 상자 등 투 수성을 높여주는 구조물에 흘려보내 자연스러운 물순환을 유도하는 방법이었습니다.(조금 버벅댐)",4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),뒤에 진로에도 스펀지 활용한 프로젝트가 나와 있는데 다른 건가요? LID기 법이랑 같은 건가요? 활동 설명해 주세요,"네, LID 기법은 아니고, 앞서 말씀드렸던 LID 활동과 함께 적용할 때 썼던 프로젝트와 동일한 활 동입니다. 배수를 지연시켜 침수를 막는다는 아이디어를 핵심으로 활동을 진행했습니다. 시간당 30ml 이상의 강한 폭우가 내릴 때 건물 옥상에 설치한 스펀지로 빗물이 흡수되어 배수관이 시간 당 처리할 수 있는 유량을 넘지 않도록 조절하는 역할을 합니다. 이 활동의 아이디어를 통해서 선 생님과 친구들로부터 높은 동료평가를 받을 수 있었습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),"배수를 지연시켜 침수를 막는다고 했는데, 배수를 빠르게 하는 게 더 효과적 아닌가요?","네 물론 배수를 빠르게 하는 것도 효과적이긴 하지만, 기존에 배수관을 공사하는 데에 막대한 비 용이 드는 거로 알고 있습니다. 따라서 저희는 경제적 측면에서 적은 비용으로 높은 효과를 내고 자 스펀지를 활용한 프로젝트를 설계했습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),"가능최대강수량 PMP를 선정했다고 했는데, 가능최대강수량이 뭐고 어떻게 산정하였나요?",가능최대강수량이란 일정 지역 내에 하루 동안 최대로 내릴 수 있는 강우량을 뜻합니다. 산정 방 법은 관련 논문을 통해 PMP 공식을 확인하였습니다. 일일 최대 강우량 시계열의 표준편차 + 산 정 계수 x 강우량 평균치로 계산했었습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),그러면 그 시간 단위가 뭐였나요?,하루 단위로 계산했습니다. 하루 최대 내릴 수 있는 강우량이기 때문에 하루로 계산했습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),시간 단위가 하루였다고요?,네 맞습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),"그래서, 해당 지역의 PMP값이 그래서 얼마였나요?",약 500ml 정도였던 것으로 기억합니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),"참고한 학술지, 논문의 출처가 기억나나요?",대한토목학회 학술지였습니다.(타이머 울림),4fcfaffe-_______8.xlsx
건국대학교(서울),사회환경공학부,학생부종합(KU자기추천),마지막 하고 싶은 말 준비했으면 해주세요.,"저는 건국대학교가 다른 학교들과 달리 학과제가 아닌 학부제로 운영된다는 점에서 이 학교에 지 원하였습니다. 특히 저는 꿈이 수자원 공학 분야를 연구하는 교수인데, 사회환경공학부에 입학하 여 나중에 세부 전공으로 수자원 공학을 선택할 수 있다는 점이 가장 마음에 들었습니다. 또한 4+1 학*석사 연계 과정이 있는 것으로 알고 있는데, 입학한다면 저의 꿈을 이루기 위해 프로그램 을 적극 활용하도록 하겠습니다. 감사합니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),어제 잠 잘 잤어요?,편안하게 잤습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),과제 연구프로그램을 진행했는데 어떤 내용이었나요?,C.difficile균의 성장을 억제할 수 있는 유산균을 선발하는 실험이었습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),C.difficile균이 무엇인가요?,우리 장 속에 있는 상재균으로 항생제 과다 사용으로 이로운 균들이 줄어든다면 C.difficile균이 독 성을 나타내고 세균성 대장염에 걸릴 수 있습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),3학년 동아리 때 진행한 실험에 대해 설명해 주세요.,천연항생물질의 감수성을 측정하는 실험을 하였습니다. 천연항생물질을 조사한 후 천연항생물질이 들어있는 식품에서 추출하여 대장균과 함께 배양하였습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),배지를 직접 만들었다고 되어있는데 어떻게 만들었나요?,아가로스를 이용해 만들었습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),항균정도는 어떻게 측정했나요?,디스크 확산법을 이용하여 생장 저해 구역을 측정하여 항균 정도를 측정했습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),마지막으로 하고 싶은 말 있나요?,준비하는 과정이 힘들기도 했지만 재밌었습니다. 꼭 건국대학교에 다니고 싶습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),오래 기다렸을텐데 얼마나 기다렸어요? 밥은 먹었어요? (가벼운 이야기로 편하게 시작하심),저는 좀 일찍 와서 한 네 시간 정도 근처에서 기다렸습니다. 밥은 학교 근처에서 사 먹었습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),아스피린 합성 실험을 했던데 어떤 재료를 활용해서 어떤 과정으로 진행했나요?,"살리실산과 무수아세트산, 인산을 활용해서 실험을 진행하였고 (생략, 실험 과정, 결과 설명) 이후 화학1 시간에 추가 탐구를 통해 에스터화 반응을 통해 아스피린이 생성된다는 점을 알게되었습니 다.",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),실험 후에 정제하는 활동도 진행했나요?,"정제는 진행하지 않았고 그대신 크래마토그래피법을 이용해 저희가 제작한 아스피린과 시중에 파 는 아스피린을 비교하는 활동을 하였습니다. (생략, 실험 결과, 과정 설명함).",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),크래마토그래피법은 어떤 원리인지 알고 있나요?,"크래마토그래피법은 (생략, 크래마토그랴피의 원리 설명함).",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),비타민에 항산화 작용에 대해 연구했던데 항산화가 무엇인가요?,"항산화는 활성산소에 의해 세포가 산화되는 것을 막는 작용입니다. (생략, 항산화의 원리를 활성산 소의 작용과 연관지어 설명함).",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),비타민이 항산화 작용과 어떤 연관이 있나요?,"비타민은 비효소적 항산화 물질로 (생략, 비타민의 항산화 작용 설명함).",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),그럼 실험 결과는 어떘어요?,(실험 과정 및 결과 설명함).,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),비타민은 그럼 몸 속에서 산화되나요 환원되나요?,(너무 당황해서 죄송합니다 하고 넘어감).,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),전교회장을 했던데 가장 기억에 남는 일이 있나요?,저는 2학년 때 축제를 기획하고 진행했던 일이 가장 기억에 남습니다 (이유 설명).,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),늦은 시간까지 축제를 진행하며 어려운 점은 없었나요?,준비된 프로그램이 많다보니 참여 학생이 많아서 질서를 정리하는 부분이 조금 어려웠는데 학생회 친구들과 역할을 분담해서 하다보니 잘 정리된 것 같습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),소화제 성분 분석 실험을 했던데 어떻게 진행했나요?,"여러 종류의 소화제를 준비하고 탄수화물을 분해하는 작용을 확인해보며 (생략, 실험 과정, 결과 설명함)",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),탄수화물을 활용한 이유가 있나요?,탄수화물이 분해되면 포도당이 되는데 이를 아이오딘 용액을 이용해 두 눈으로 확인할 수 있기 때 문에 탄수화물을 활용한 것 같습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),이제 시간이 얼마 안 남았는데 더 보충하고 싶은 답변이나 마지막으로 하고 싶은 말 있으면 짧게 30초정도로 이야기 해주세요,"(원래 준비했던 자기소개, 지원동기를 하나도 안 물어보셔서 여기에 다 녹여서 답변함)",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),실험 활동 중에 기억에 남는 활동은 무엇인가요?,수경재배와 토경재배를 비교하기 위해 방울토마토를 기른 실험이 기억에 남습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),유전자 조작 기술과 방울토마토를 엮어서 생각하면?,유전자 조작 기술을 활용해서 방울토마토와 같은 식량의 생산성 향상을 위해 활용해서 식량 부족 문제를 해결할 수 있습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),크리스퍼 유전자 가위에 대해 설명해 주세요.,크리스퍼 유전자 가위는 세균의 면역 메커니즘에서 활용되었습니다. 가이드 RNA가 인식한 부분 을 Cas9 단백질이 자릅니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),생명과학 세부특기사항에서 파장에 따른 식물 생장 비교 실험을 했는데 설명해 주세요.,"빛의 파장에 따른 식물의 생장의 차이를 비교하기 위해서 파란빛, 빨간빛, 초록빛 환경의 3가지 재배기를 사용해서 식물의 생장 정도를 비교했습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),"변형 프라이온에 대해 조사했는데 왜, 어떤걸 조사했나요?","처음 변형 프라이온에 대해 알았을 때, 다른 병원체와 달리 단백질 구조라는 점과 치료법이 없다 는 점에서 흥미를 끌렸습니다. 조사 과정에서 변형 프라이온이 어떤 병원체인지와 어떤 질병을 일 으키는지, 치료법이 없는 이유에 대해 조사했습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),변형 프라이온에 의한 질병 예시에는 어떤 것이 있나요?,크로이츠 펠트 야코프병과 소의 광우병이 있습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),활성 산소에 대해 조사했는데 역할이 무엇인가요?,활성 산소는 세포내에서 산화 환원 반응인 세포 산화를 일으킵니다. 세포 산화가 과도하면 산화 스트레스로 인해 염증 반응이 악화될 수 있습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),세포 역노화 기술이 뭔가요?,기존의 노화를 늦추는 세포 항노화와 달리 노화된 세포를 젊은 세포로 되돌리는 기술입니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생명과학특성학과,학생부종합(KU자기추천),"C3, C4, CAM 식물에 대해 조사한 활동이 있는데 간단히 차이점을 설명해 주세요.","이산화탄소를 고정하는 방식에 따라 나뉩니다. C3식물은 루비스코 효소를 활용해서 3탄소화합물 로 고정을 시키나, 광호흡이 발생할 수 있습니다. 이에 대응하기 위해 열대 지역에 사는 C4식물 은 이산화탄소를 4탄소화합물로 고정한 다음, 유관 속초 세포에서 루비스코 효소를 이용해서 고 정합니다. CAM식물은 수분 손실을 막기 위해 밤에 기공을 열고, 아침에 기공을 닫아 이산화탄소 를 고정합니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),생물공학과,학생부종합(KU자기추천),오늘 길은 괜찮았어요? 점심은 뭐 먹었어요?,네. 학교 앞에서 간단하게 먹고 왔습니다. (긴장하지 말라고 해주셨음.),4fcfaffe-_______8.xlsx
건국대학교(서울),생물공학과,학생부종합(KU자기추천),"2, 3학년 자율활동에서 신약표적 단백질에 대해 탐구했다고 되어있는데, 어떻게 했던건가요?",저는 책을 읽고 면역관문억제제에 대해 자세히 탐구하였습니다. 암을 치료하기 위한 면역관문억제 제에 활용되는 대표적인 단백질은 PD-1과 PD-L1이 있습니다. (이후에 단백질이 작용하는 원리에 대해 설명함.),4fcfaffe-_______8.xlsx
건국대학교(서울),생물공학과,학생부종합(KU자기추천),고급 생명과학(공동교육과정)에서 lgE와 당뇨병의 연관성에 대해 탐구했다고 되어있는데 어떻게 연관되어 있는 건가요?,(알레르기 유발원에 의해 항체단백질인 lgE의 면역기전에 이상이 생겨 당뇨병이 유발되는 원리에 대해 설명함.),4fcfaffe-_______8.xlsx
건국대학교(서울),생물공학과,학생부종합(KU자기추천),2학년 동아리 활동 중에서 과학 페스티벌을 진행하면서 물 분자에 대한 포스터를 만들었다고 되 어있네요. 물 분자에 대한 어떤 특징을 설명했나요?,교과서에 나오는 것 외의 특징을 설명했습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),생물공학과,학생부종합(KU자기추천),(꼬리 질문) 교과서에 나오지 않는 특징에는 어떤 것이 있죠?,음... 지금은 떨려서 기억이 잘 나지 않습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),지원동기를 말해보세요.,저는 그 누구보다 빠르고 정확하게 조치를 취할 수 있는 수의사가 되고 싶습니다. 동아리에서 기 르던 새끼 염소가 생후 6일을 넘기지 못하고 죽은 적이 있습니다. (이하생략),4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),염소 항생제 처방 과정에서 차이점을 알게 되었다고 했는데 어떤게 있었죠?,염소는 반추동물로 다른 동물들과는 다른 위구조를 가지고 있습니다. (이하생략),4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),장내 미생물의 역기능에는 어떤게 있던가요?,장내미생물의 특정 미생물이 과잉 증식하거나 또는 전반적으로 소장내 미생물이 과잉증식하게 되 면 미생물이 생성하는 가스가 소장내에 축적되는 SIBO증상이 나타나게 됩니다. 또 이 가스가 체 내에 흠수되거나 혈관을 타고 이동할 시 브레인포그나 체내에 독소가 축적되는 등의 효과가 나타 나게 된다는 것을 ‘장내미생물의 역습’이라는 도서를 통해서 학습했습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),FUNFUN동아리에 참여했다고 했는데 어떤 동아리였죠?,동아리원 개개인이 호기심을 갖게된 내용을 수학적으로 해석하고 통계를 내어 보고서를 작성하는 활동이었습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),삼색고양이는 왜 주로 암컷에서만 나타나죠?,(뒤에 삼색고양이의 유전자에 관한 꼬리질문을 하셨지만.. 혼이 반쯤 나간 상태라 기억이 나지 않 는다.),4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),지원자는 유기동물 보호소에서 한 봉사활동 같은 건 없으셨나요?,기숙사에서 생활하였기에 봉사활동 주관 기관에서 요구하는 시간을 맞추는데 한계가 있었습니다. 또한 방학 때는 먼거리에 있는 학교에 염소를 돌보러 가는 일을 해야했기에 저는 봉사활동보다는 제가 키우고 있는 염소에게 모든 책임과 시간을 쏟았습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),염소를 총 몇 마리 키웠었나요?,3마리 키웠습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),키웠던 염소에게 이름이 있었나요?,"큰 수컷염소는 극복이, 암컷 염소는 복순이, 새끼는 동글이였습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),염소들이 지원자를 알아보던가요?,"네, 알아봤습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),마지막으로 하고 싶은 말 있나요?,"저는 수의학과에 가고 싶어서 그 어떤 것도 고려하지 않고 고등학교 선택 시에 동물우리가 있는 학교를 선택하였습니다. 염소, 거위, 아쿠아포닉스의 물고기, 닭들을 돌보며 수의학자가 되기를 꿈 꿔왔습니다. 건국대학교 수의학과에서 저의 꿈을 이루어나가고 싶습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),"1학년 과학 탐구 실험에서 마늘과 생강의 향균 측정 실험을 했는데, 설명해주세요.","과학 탐구 실험 시간에 천연물질의 향균작용에 대해 배우고, ~(자세한 실험 내용 한 문장 정도 더).",4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),균은 어떤 균으로 했나요?,대장균 배양해서 사용했습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),대장균은 그람 염색법으로 어디에 분류되나요?,(예상치 못했기도 하고 헷갈려서 모른다고 대답).,4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),우리 학교 수의예과에 지원한 동기가 어떻게 되나요?,저는 어릴 때부터 동물을 좋아하는 학생으로 ~생략~ 건국대학교 수의예과에 지원했습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),그렇다면 우리 학교 커리큘럼은 보고 왔나요?,"본과에서 제가 특히 관심 있는 수업은 야생 동물 의학, 조류 질병학 등입니다. 그 외에도 ~~에 참 여하여 임상 경험을 쌓고 싶습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),"야생조류 쪽에 관심 있는 것 같은데, 정책전문가 쪽은 할 의향이 있나요?","네, 일차적인 목표는 수의사가 되는 것이지만 광범위한 영향력을 미칠 수 있는 ~~도 좋습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),"1학년 동아리에서 물벼룩 신경전달물질 투여 실험에 실패해서 반복적으로 투여했다고 했는데, 그 러면 실제로 투여한 양을 모르는 거 아닌가요? 정확한 결과를 얻을 수 있나요?",아드레날린을 투여하면 심박수가 늘어나야 하는데 ~해서 2학년 동아리 시간에 재진행했습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),"2학년 동아리에서 한 번 더 했다고 했는데, 한정된 동아리 시간에 다양한 활동을 할 기회가 줄어 드는 거 아닌가요?","일단 1학년 신입 부원들에게는 새로운 활동이었고, 활동 결정 시 투표를 통해~ 제가 부회장으로 서 ~~해서 재실험에서는 성공적인 결과를 얻을 수 있었습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),수의예과,학생부종합(KU자기추천),시간이 다 돼서 마지막으로 하고 싶은 말 두 문장 정도로 말해줄래요?,저는 건국대학교 수의예과에 진학하여~ 하고 싶습니다. 감사합니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),오느라 안 힘들었어요?,아 멀어서 조금은 힘들었지만 기대되는 마음으로 왔습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),행특을 보니까 학급실장으로서 역할을 참 잘한거 같은데 어떤 활동을 가장 열심히 했나요?,"저는 학급실장하면서 반 학생들이 다같이 즐겁게 지낼 수 있는 단결력있는 반으로 이끌어나가고자 했습니다. 학급회의도 여러 번 열고, 반 학생들 개인의 의견을 모두 들으려 노력했습니다. (실제로 겪은 갈등에 대한 설명 및 해결과정-고1때 학급 청소 문제로 일어났던 분란)",4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),모범 학생으로도 선정되었는데 왜 선정되었다고 생각헤요?,아무래도 학급실장으로 고생하는 모습을 학급친구들이 많이 봤었다보니 모범학생으로 추천을 해줬 던 것 같습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),막 반에서 10명씩 주는 그런거 아니였죠?,반에서 한 명씩 선정했었습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),인공 지능 수학에서 선형 대수학을 이용해서 행렬부분을 이해했다고 했는데 설명 좀 해줄래요?,행렬을 이용해 이미지를 표현하는 방법에 대한 간단한 언급. 행렬부분이 잘 기억이 안나서 즐겁게 공부했던 부분에 대해 설명드려도 되겠습니까?,4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),네 해보세요.,"저는 옷이나 음식 후기에서 중요한 단어를 찾아낼 수 있는 단어 빈도수에 관해서 공부했던 것이 가장 기억에 남습니다. (단어빈도수, 문서빈도수, 상대도수, 역문서빈도수에 대한 설명)",4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),아 세특에 선형대수학을 이용했다길래 선형대수학에 대해서 더 공부하기 위해 한 노력이 있나 싶 어서 물어봤어요.,"죄송합니다, 그 부분까지는 부족했던 것 같습니다.",4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),교육학 세특에 보니 모의수업을 진행해보았다고 했는데 어떻게 진행했어요?,"원하는 방식으로 원하는 주제에 대해 스스로 지도안을 짜고 수업하는 것이였습니다. 저는 이 활동 을 통해서 저의 교수능력을 키우는것 뿐만아니라 친구들에게도 도움을 주고 싶었습니다. 그래서 저는 조지폴리아의 4단계법을 이용한 저만의 공부법을 이용해 모의고사 문제풀이법을 교수했습니 다. (문제풀이법에 대한 설명, 받은 피드백에 대한 언급 후 발전과정 설명)",4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),기하세특에 보면 사영기하학에 대해 공부했는데 설명해보세요,사영기하학에 대한 정의와 원리 설명 (이때 한 교수님이 고개 끄덕하심),4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),우리나라 교육의 문제점이 무엇이라고 생각하나요?,"(생기부 관련질문이 아니여서 약간 당황함) 저는 주입식교육이 가장 문제라고 생각합니다. 수학이 라는 과목은 특성상 단순히 지식을 습득하고 문제를 푸는 것만으로는 충분하지 않습니다. 그래서 학생의 사고력을 키워주는 과정이 필요합니다. 하지만 현재 한국의 교육으로는 이룰 수 없습니다. 그래서 저만의 수업방식을 고민해보고 고안했습니다. (수업방식에 대한 설명-강의식수업, 프로그램 학습, 토론식수업)",4fcfaffe-_______8.xlsx
건국대학교(서울),수학교육과,학생부종합(KU자기추천),마지막으로 하고 싶은 말 있으면 해주세요,건국대에서 양성하고자하는 교사와 내가 되고싶은 교사상이 일치하기 때문에 꼭 건국대에서 공부 하고 싶습니다.(건국대 교사상에 대한 설명) 건국대학교에 진학하여 좋은 교수님들과 뛰어난 학우 들과 함께 수학교육에 대해 공부하고 싶습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),시스템생명공학과,학생부종합(KU자기추천),"진로와 직업 시간에 진학하고자 하는 대학과 학과에 대해 조사하였다고 했는데, 혹시 우리 학과 교수님이 몇 분인지 아는가요?",모르겠습니다.,4fcfaffe-_______8.xlsx
건국대학교(서울),시스템생명공학과,학생부종합(KU자기추천),후성유전학에 관해서 설명해 주세요.,"후성유전학은 DNA의 염기 서열의 변화 없이 발생하는 유전자 발현인 후생 유전학적 유전자 발현 을 탐구하는 학문으로, DNA 메틸화와 히스톤 단백질의 변형이 주요한 연구 대상이 됩니다.",4fcfaffe-_______8.xlsx
